PheCode.x	PheCode_desc.x	PheCode.y	PheCode_desc.y
PheCode:317.1	Alcoholism	PheCode:295.3	Psychosis
PheCode:312	Conduct disorders	PheCode:295.3	Psychosis
PheCode:509.1	Respiratory failure	PheCode:782.3	Edema
PheCode:395	Heart valve disorders	PheCode:395.4	Nonrheumatic pulmonary valve disorders
PheCode:008	Intestinal infection	PheCode:522.1	Pulpitis and necrosis of tooth pulp
PheCode:286.7	Other and unspecified coagulation defects	PheCode:287	Purpura and other hemorrhagic conditions
PheCode:580.32	Nephritis and nephropathy with pathological lesion	PheCode:590	Pyelonephritis
PheCode:686	Other local infections of skin and subcutaneous tissue	PheCode:686.5	Pyoderma
PheCode:686.2	Impetigo	PheCode:686.5	Pyoderma
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:686.5	Pyoderma
PheCode:686.1	Carbuncle and furuncle	PheCode:686.5	Pyoderma
PheCode:525	Other diseases of the teeth and supporting structures	PheCode:523.32	Chronic periodontitis
PheCode:523	Gingival and periodontal diseases	PheCode:523.32	Chronic periodontitis
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:344	Other paralytic syndromes
PheCode:292	Neurological disorders	PheCode:344	Other paralytic syndromes
PheCode:1009	Injury, NOS	PheCode:990	Effects radiation NOS
PheCode:292	Neurological disorders	PheCode:766	Neuralgia, neuritis, and radiculitis NOS
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:766	Neuralgia, neuritis, and radiculitis NOS
PheCode:443	Peripheral vascular disease	PheCode:443.1	Raynaud's syndrome
PheCode:443.9	Peripheral vascular disease, unspecified	PheCode:443.1	Raynaud's syndrome
PheCode:158	Neoplasm of unspecified nature of digestive system	PheCode:565	Anal and rectal conditions
PheCode:153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	PheCode:565	Anal and rectal conditions
PheCode:565	Anal and rectal conditions	PheCode:158	Neoplasm of unspecified nature of digestive system
PheCode:368.3	Anisometropia	PheCode:367	Disorders of refraction and accommodation; blindness and low vision
PheCode:367.2	Astigmatism	PheCode:367	Disorders of refraction and accommodation; blindness and low vision
PheCode:367.8	Hypermetropia	PheCode:367	Disorders of refraction and accommodation; blindness and low vision
PheCode:367.4	Presbyopia	PheCode:367	Disorders of refraction and accommodation; blindness and low vision
PheCode:714	Rheumatoid arthritis and other inflammatory polyarthropathies	PheCode:711.2	Reiter's disease
PheCode:716.1	Unspecified polyarthropathy or polyarthritis	PheCode:711.2	Reiter's disease
PheCode:729.1	Rheumatism, unspecified and fibrositis	PheCode:711.2	Reiter's disease
PheCode:586	Other disorders of the kidney and ureters	PheCode:585	Renal failure
PheCode:585.2	Renal failure NOS	PheCode:585	Renal failure
PheCode:585.1	Acute renal failure	PheCode:585	Renal failure
PheCode:585.1	Acute renal failure	PheCode:585.2	Renal failure NOS
PheCode:585.3	Chronic renal failure [CKD]	PheCode:585	Renal failure
PheCode:261.41	Rickets or osteomalacia	PheCode:588.1	Renal osteodystrophy
PheCode:509.1	Respiratory failure	PheCode:509.2	Respiratory insufficiency
PheCode:510	Other diseases of lung	PheCode:509.1	Respiratory failure
PheCode:510	Other diseases of lung	PheCode:509.2	Respiratory insufficiency
PheCode:361.1	Retinal detachment with retinal defect	PheCode:361	Retinal detachments and defects
PheCode:362	Other retinal disorders	PheCode:361	Retinal detachments and defects
PheCode:371	Inflammation of the eye	PheCode:362	Other retinal disorders
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:362	Other retinal disorders
PheCode:362.4	Retinal vascular changes and abnomalities	PheCode:362	Other retinal disorders
PheCode:377	Disorders of optic nerve and visual pathways	PheCode:362	Other retinal disorders
PheCode:292	Neurological disorders	PheCode:362	Other retinal disorders
PheCode:362.8	Retinal hemorrhage/ischemia	PheCode:362	Other retinal disorders
PheCode:362.1	Retinopathy of prematurity	PheCode:362	Other retinal disorders
PheCode:361	Retinal detachments and defects	PheCode:362	Other retinal disorders
PheCode:362.9	Retinal edema	PheCode:362	Other retinal disorders
PheCode:362.31	Separation of retinal layers	PheCode:362	Other retinal disorders
PheCode:362.2	Degeneration of macula and posterior pole of retina	PheCode:362.27	Drusen (degenerative) of retina
PheCode:357	Inflammatory and toxic neuropathy	PheCode:371	Inflammation of the eye
PheCode:362	Other retinal disorders	PheCode:371	Inflammation of the eye
PheCode:377	Disorders of optic nerve and visual pathways	PheCode:371	Inflammation of the eye
PheCode:362.9	Retinal edema	PheCode:371	Inflammation of the eye
PheCode:362	Other retinal disorders	PheCode:362.1	Retinopathy of prematurity
PheCode:598	Abnormal findings on examination of urine	PheCode:772.4	Rhabdomyolysis
PheCode:695.8	Other specified erythematous conditions	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:726.3	Bursitis	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:741.4	Joint effusions	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:716.8	Palindromic rheumatism	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:726.1	Enthesopathy	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:743.11	Osteoporosis NOS	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:714.1	Rheumatoid arthritis	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:717	Polymyalgia Rheumatica	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:420.2	Pericarditis	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:711.2	Reiter's disease	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:709.3	Systemic sclerosis	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:394.2	Mitral valve disease	PheCode:729.1	Rheumatism, unspecified and fibrositis
PheCode:428.2	Heart failure NOS	PheCode:394.4	Acute rheumatic heart disease
PheCode:706	Diseases of sebaceous glands	PheCode:695.3	Rosacea
PheCode:588.1	Renal osteodystrophy	PheCode:261.41	Rickets or osteomalacia
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:695.3	Rosacea
PheCode:527	Diseases of the salivary glands	PheCode:527.7	Disturbance of salivary secretion
PheCode:527	Diseases of the salivary glands	PheCode:528.7	Sialolithiasis
PheCode:528.7	Sialolithiasis	PheCode:527	Diseases of the salivary glands
PheCode:709.2	Sicca syndrome	PheCode:527	Diseases of the salivary glands
PheCode:527.7	Disturbance of salivary secretion	PheCode:527	Diseases of the salivary glands
PheCode:527.2	Sialoadenitis	PheCode:527	Diseases of the salivary glands
PheCode:528.41	Cyst of the salivary gland	PheCode:527	Diseases of the salivary glands
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:697	Sarcoidosis
PheCode:295.3	Psychosis	PheCode:295.1	Schizophrenia
PheCode:766	Neuralgia, neuritis, and radiculitis NOS	PheCode:764	Sciatica
PheCode:351	Other peripheral nerve disorders	PheCode:764	Sciatica
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:656.7	Conditions involving the integument and temperature regulation of fetus and newborn
PheCode:709.3	Systemic sclerosis	PheCode:701.3	Circumscribed scleroderma
PheCode:371.3	Inflammation of eyelids	PheCode:706	Diseases of sebaceous glands
PheCode:704	Diseases of hair and hair follicles	PheCode:706	Diseases of sebaceous glands
PheCode:695.3	Rosacea	PheCode:706	Diseases of sebaceous glands
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:706	Diseases of sebaceous glands
PheCode:704.8	Other specified diseases of hair and hair follicles	PheCode:706	Diseases of sebaceous glands
PheCode:706.1	Acne	PheCode:706	Diseases of sebaceous glands
PheCode:359.2	Myopathy	PheCode:425.2	Secondary/extrinsic cardiomyopathies
PheCode:425.1	Primary/intrinsic cardiomyopathies	PheCode:425.2	Secondary/extrinsic cardiomyopathies
PheCode:465.2	Acute pharyngitis	PheCode:041.2	Streptococcus infection
PheCode:465	Acute upper respiratory infections of multiple or unspecified sites	PheCode:041.2	Streptococcus infection
PheCode:478	Throat pain	PheCode:041.2	Streptococcus infection
PheCode:131	Protozoan infection	PheCode:090	Sexually transmitted infections (not HIV or hepatitis)
PheCode:458.1	Orthostatic hypotension	PheCode:333.8	Other degenerative diseases of the basal ganglia
PheCode:289.4	Lymphadenitis	PheCode:527.2	Sialoadenitis
PheCode:527	Diseases of the salivary glands	PheCode:527.2	Sialoadenitis
PheCode:426.8	Other cardiac conduction disorders	PheCode:427.8	Sinoatrial node dysfunction (Bradycardia)
PheCode:427	Cardiac dysrhythmias	PheCode:426.25	Other heart block
PheCode:427.5	Arrhythmia (cardiac) NOS	PheCode:426.25	Other heart block
PheCode:426	Cardiac conduction disorders	PheCode:426.25	Other heart block
PheCode:747.1	Cardiac congenital anomalies	PheCode:759	Other and unspecified congenital anomalies
PheCode:705	Disorders of sweat glands	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:172	Skin cancer	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:690	Erythematosquamous dermatosis	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:261.2	Vitamin B-complex deficiencies	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:695.8	Other specified erythematous conditions	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:707.3	Chronic ulcer of unspecified site	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:217.1	Nevus, non-neoplastic	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:939	Atopic/contact dermatitis due to other or unspecified	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:694.3	Vascular disorders of skin	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:701.1	Keratoderma, acquired	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:695.3	Rosacea	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:706	Diseases of sebaceous glands	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:695.2	Bullous dermatoses	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:695.7	Prurigo and Lichen	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:695.9	Unspecified erythematous condition	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:938.2	Chronic dermatitis due to solar radiation	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:697	Sarcoidosis	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:701.2	Scar conditions and fibrosis of skin	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:707	Chronic ulcer of skin	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:687.1	Rash and other nonspecific skin eruption	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:938.1	Acute dermatitis due to solar radiation	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:686.5	Pyoderma	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:656.7	Conditions involving the integument and temperature regulation of fetus and newborn	PheCode:689	Disorder of skin and subcutaneous tissue NOS
PheCode:327.31	Central/nonobstroctive sleep apnea	PheCode:327.3	Sleep apnea
PheCode:327.32	Obstructive sleep apnea	PheCode:327.3	Sleep apnea
PheCode:327	Sleep disorders	PheCode:327.3	Sleep apnea
PheCode:303.4	Somatoform disorder	PheCode:303.3	Psychogenic disorder
PheCode:312	Conduct disorders	PheCode:303.4	Somatoform disorder
PheCode:312	Conduct disorders	PheCode:303.3	Psychogenic disorder
PheCode:313.2	Tics and stuttering	PheCode:315.2	Speech and language disorder
PheCode:608	Other disorders of male genital organs	PheCode:603.2	Spermatocele
PheCode:907	Injuries to the nervous system	PheCode:334	Degenerative disease of the spinal cord
PheCode:334.2	Anterior horn cell disease	PheCode:334	Degenerative disease of the spinal cord
PheCode:952	Spinal cord injury without evidence of spinal bone injury	PheCode:334	Degenerative disease of the spinal cord
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:334	Degenerative disease of the spinal cord
PheCode:752.11	Spina bifida	PheCode:334	Degenerative disease of the spinal cord
PheCode:292	Neurological disorders	PheCode:334	Degenerative disease of the spinal cord
PheCode:191.1	Cancer of brain and nervous system	PheCode:334	Degenerative disease of the spinal cord
PheCode:334.21	Amyotrophic Lateral Sclerosis	PheCode:334	Degenerative disease of the spinal cord
PheCode:334	Degenerative disease of the spinal cord	PheCode:907	Injuries to the nervous system
PheCode:952	Spinal cord injury without evidence of spinal bone injury	PheCode:907	Injuries to the nervous system
PheCode:1009	Injury, NOS	PheCode:907	Injuries to the nervous system
PheCode:805	Fracture of vertebral column without mention of spinal cord injury	PheCode:907	Injuries to the nervous system
PheCode:720.1	Spinal stenosis of lumbar region	PheCode:720	Spinal stenosis
PheCode:130.1	Lyme disease	PheCode:130	Spirochetal infection
PheCode:564	Functional digestive disorders	PheCode:289.5	Diseases of spleen
PheCode:450	Noninfectious disorders of lymphatic channels	PheCode:289.5	Diseases of spleen
PheCode:289	Other diseases of blood and blood-forming organs	PheCode:289.5	Diseases of spleen
PheCode:459.9	Circulatory disease NEC	PheCode:289.5	Diseases of spleen
PheCode:495	Asthma	PheCode:495.2	Asthma with exacerbation
PheCode:701.2	Scar conditions and fibrosis of skin	PheCode:695.1	Toxic erythema
PheCode:536	Disorders of function of stomach	PheCode:537	Other disorders of stomach and duodenum
PheCode:151	Cancer of stomach	PheCode:537	Other disorders of stomach and duodenum
PheCode:537.1	Lesions of stomach and duodenum	PheCode:537	Other disorders of stomach and duodenum
PheCode:564	Functional digestive disorders	PheCode:537	Other disorders of stomach and duodenum
PheCode:530.11	GERD	PheCode:537	Other disorders of stomach and duodenum
PheCode:531.2	Gastric ulcer	PheCode:537	Other disorders of stomach and duodenum
PheCode:151	Cancer of stomach	PheCode:158	Neoplasm of unspecified nature of digestive system
PheCode:531.5	Gastrojejunal ulcer	PheCode:531.2	Gastric ulcer
PheCode:535.9	Gastritis and duodenitis, NOS	PheCode:531.2	Gastric ulcer
PheCode:535	Gastritis and duodenitis	PheCode:531.2	Gastric ulcer
PheCode:531.4	Peptic ulcer, site unspecified	PheCode:531.2	Gastric ulcer
PheCode:531	Peptic ulcer (excl. esophageal)	PheCode:531.2	Gastric ulcer
PheCode:537	Other disorders of stomach and duodenum	PheCode:531.2	Gastric ulcer
PheCode:054	Herpes simplex	PheCode:528.11	Stomatitis and mucositis (ulcerative)
PheCode:523.1	Gingivitis	PheCode:528.11	Stomatitis and mucositis (ulcerative)
PheCode:528.12	Oral aphthae	PheCode:528.11	Stomatitis and mucositis (ulcerative)
PheCode:528.11	Stomatitis and mucositis (ulcerative)	PheCode:528.12	Oral aphthae
PheCode:528.11	Stomatitis and mucositis (ulcerative)	PheCode:054	Herpes simplex
PheCode:686.2	Impetigo	PheCode:041.2	Streptococcus infection
PheCode:686.5	Pyoderma	PheCode:041.2	Streptococcus infection
PheCode:300.4	Dysthymic disorder	PheCode:300.9	Posttraumatic stress disorder
PheCode:296.2	Depression	PheCode:300.9	Posttraumatic stress disorder
PheCode:300	Anxiety disorders	PheCode:300.9	Posttraumatic stress disorder
PheCode:304	Adjustment reaction	PheCode:300.9	Posttraumatic stress disorder
PheCode:296.22	Major depressive disorder	PheCode:300.9	Posttraumatic stress disorder
PheCode:596	Other disorders of bladder	PheCode:624.9	stress incontinence, female
PheCode:433.31	Transient cerebral ischemia	PheCode:433.21	Cerebral artery occlusion, with cerebral infarction
PheCode:473.4	Voice disturbance	PheCode:313.2	Tics and stuttering
PheCode:315.2	Speech and language disorder	PheCode:313.2	Tics and stuttering
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:430.1	Subarachnoid hemorrhage
PheCode:907	Injuries to the nervous system	PheCode:430.1	Subarachnoid hemorrhage
PheCode:348.9	Other conditions of brain, NOS	PheCode:430.1	Subarachnoid hemorrhage
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:938.1	Acute dermatitis due to solar radiation
PheCode:263	Other nutritional deficiency	PheCode:737	Curvature of spine
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:705	Disorders of sweat glands
PheCode:705.1	Dyshidrosis	PheCode:705	Disorders of sweat glands
PheCode:714	Rheumatoid arthritis and other inflammatory polyarthropathies	PheCode:727.1	Synovitis and tenosynovitis
PheCode:727	Other disorders of synovium, tendon, and bursa	PheCode:727.1	Synovitis and tenosynovitis
PheCode:726.2	Synoviopathy	PheCode:727.1	Synovitis and tenosynovitis
PheCode:716.9	Arthropathy NOS	PheCode:727.1	Synovitis and tenosynovitis
PheCode:716.1	Unspecified polyarthropathy or polyarthritis	PheCode:727.1	Synovitis and tenosynovitis
PheCode:215	Other benign neoplasm of connective and other soft tissue	PheCode:741.6	Villonodular synovitis
PheCode:199	Neoplasm of uncertain behavior	PheCode:741.6	Villonodular synovitis
PheCode:446.9	Arteritis NOS	PheCode:446.7	Takayasu's disease
PheCode:752	Nervous system congenital anomalies	PheCode:448	Disease of capillaries
PheCode:694.3	Vascular disorders of skin	PheCode:448	Disease of capillaries
PheCode:443	Peripheral vascular disease	PheCode:448	Disease of capillaries
PheCode:443.9	Peripheral vascular disease, unspecified	PheCode:448	Disease of capillaries
PheCode:741	Symptoms and disorders of the joints	PheCode:526.4	Temporomandibular joint disorders
PheCode:741	Symptoms and disorders of the joints	PheCode:526.41	Temporomandibular joint disorder, unspecified
PheCode:716.9	Arthropathy NOS	PheCode:526.4	Temporomandibular joint disorders
PheCode:716.9	Arthropathy NOS	PheCode:526.41	Temporomandibular joint disorder, unspecified
PheCode:526.41	Temporomandibular joint disorder, unspecified	PheCode:526.4	Temporomandibular joint disorders
PheCode:716.1	Unspecified polyarthropathy or polyarthritis	PheCode:526.4	Temporomandibular joint disorders
PheCode:716.1	Unspecified polyarthropathy or polyarthritis	PheCode:526.41	Temporomandibular joint disorder, unspecified
PheCode:716	Other arthropathies	PheCode:526.4	Temporomandibular joint disorders
PheCode:716	Other arthropathies	PheCode:526.41	Temporomandibular joint disorder, unspecified
PheCode:713	Arthropathy associated with other disorders classified elsewhere	PheCode:526.4	Temporomandibular joint disorders
PheCode:713	Arthropathy associated with other disorders classified elsewhere	PheCode:526.41	Temporomandibular joint disorder, unspecified
PheCode:526.4	Temporomandibular joint disorders	PheCode:526.41	Temporomandibular joint disorder, unspecified
PheCode:729.1	Rheumatism, unspecified and fibrositis	PheCode:526.41	Temporomandibular joint disorder, unspecified
PheCode:741	Symptoms and disorders of the joints	PheCode:727.1	Synovitis and tenosynovitis
PheCode:716	Other arthropathies	PheCode:727.1	Synovitis and tenosynovitis
PheCode:713	Arthropathy associated with other disorders classified elsewhere	PheCode:727.1	Synovitis and tenosynovitis
PheCode:747.1	Cardiac congenital anomalies	PheCode:747.13	Congenital anomalies of great vessels
PheCode:443.9	Peripheral vascular disease, unspecified	PheCode:446.1	Thromboangiitis obliterans
PheCode:443	Peripheral vascular disease	PheCode:446.1	Thromboangiitis obliterans
PheCode:451.2	Phlebitis and thrombophlebitis of lower extremities	PheCode:451	Phlebitis and thrombophlebitis
PheCode:459.9	Circulatory disease NEC	PheCode:452	Other venous embolism and thrombosis
PheCode:229	Benign neoplasm of unspecified sites	PheCode:759.1	Anomalies of endocrine glands, congenital
PheCode:195.1	Malignant neoplasm, other	PheCode:759.1	Anomalies of endocrine glands, congenital
PheCode:241	Nontoxic nodular goiter	PheCode:246	Other disorders of thyroid
PheCode:259	Other endocrine disorders	PheCode:246	Other disorders of thyroid
PheCode:242	Thyrotoxicosis with or without goiter	PheCode:246	Other disorders of thyroid
PheCode:245	Thyroiditis	PheCode:246	Other disorders of thyroid
PheCode:246	Other disorders of thyroid	PheCode:245	Thyroiditis
PheCode:245.1	Thyroiditis, acute and subacute	PheCode:245	Thyroiditis
PheCode:741	Symptoms and disorders of the joints	PheCode:733.6	Costochondritis
PheCode:741	Symptoms and disorders of the joints	PheCode:733	Other disorders of bone and cartilage
PheCode:733	Other disorders of bone and cartilage	PheCode:733.6	Costochondritis
PheCode:716.9	Arthropathy NOS	PheCode:733.6	Costochondritis
PheCode:716.9	Arthropathy NOS	PheCode:733	Other disorders of bone and cartilage
PheCode:713	Arthropathy associated with other disorders classified elsewhere	PheCode:733.6	Costochondritis
PheCode:713	Arthropathy associated with other disorders classified elsewhere	PheCode:733	Other disorders of bone and cartilage
PheCode:733.9	Chondromalacia	PheCode:733.6	Costochondritis
PheCode:733.9	Chondromalacia	PheCode:733	Other disorders of bone and cartilage
PheCode:716.1	Unspecified polyarthropathy or polyarthritis	PheCode:733.6	Costochondritis
PheCode:716.1	Unspecified polyarthropathy or polyarthritis	PheCode:733	Other disorders of bone and cartilage
PheCode:716	Other arthropathies	PheCode:733.6	Costochondritis
PheCode:716	Other arthropathies	PheCode:733	Other disorders of bone and cartilage
PheCode:704	Diseases of hair and hair follicles	PheCode:110.2	Dermatomycoses
PheCode:704.8	Other specified diseases of hair and hair follicles	PheCode:110.2	Dermatomycoses
PheCode:703	Diseases of nail, NOS	PheCode:110.11	Dermatophytosis of nail
PheCode:695.9	Unspecified erythematous condition	PheCode:110.2	Dermatomycoses
PheCode:687.1	Rash and other nonspecific skin eruption	PheCode:110.2	Dermatomycoses
PheCode:529.6	Glossodynia	PheCode:529	Diseases and other conditions of the tongue
PheCode:529.1	Glossitis	PheCode:529	Diseases and other conditions of the tongue
PheCode:750.13	Congenital anomalies of mouth/tongue	PheCode:529	Diseases and other conditions of the tongue
PheCode:479	Other upper respiratory disease	PheCode:474.1	Acute tonsillitis
PheCode:450	Noninfectious disorders of lymphatic channels	PheCode:474.1	Acute tonsillitis
PheCode:523.3	Periodontitis (acute or chronic)	PheCode:525	Other diseases of the teeth and supporting structures
PheCode:523.32	Chronic periodontitis	PheCode:525	Other diseases of the teeth and supporting structures
PheCode:523	Gingival and periodontal diseases	PheCode:525	Other diseases of the teeth and supporting structures
PheCode:521.2	Dental abrasion, erosion and attrition	PheCode:525	Other diseases of the teeth and supporting structures
PheCode:521	Diseases of hard tissues of teeth	PheCode:525	Other diseases of the teeth and supporting structures
PheCode:520	Disorders of tooth development	PheCode:525	Other diseases of the teeth and supporting structures
PheCode:522.5	Periapical abscess	PheCode:525	Other diseases of the teeth and supporting structures
PheCode:522	Diseases of pulp and periapical tissues	PheCode:525	Other diseases of the teeth and supporting structures
PheCode:525	Other diseases of the teeth and supporting structures	PheCode:521.2	Dental abrasion, erosion and attrition
PheCode:427.11	Paroxysmal supraventricular tachycardia	PheCode:427.12	Paroxysmal ventricular tachycardia
PheCode:465	Acute upper respiratory infections of multiple or unspecified sites	PheCode:465.4	Acute laryngitis and tracheitis
PheCode:497	Bronchitis	PheCode:465.4	Acute laryngitis and tracheitis
PheCode:465.4	Acute laryngitis and tracheitis	PheCode:497	Bronchitis
PheCode:090	Sexually transmitted infections (not HIV or hepatitis)	PheCode:131	Protozoan infection
PheCode:459.9	Circulatory disease NEC	PheCode:395	Heart valve disorders
PheCode:395	Heart valve disorders	PheCode:394.7	Disease of tricuspid valve
PheCode:352	Disorders of other cranial nerves	PheCode:352.1	Trigeminal nerve disorders [CN5]
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:352.1	Trigeminal nerve disorders [CN5]
PheCode:292	Neurological disorders	PheCode:352.1	Trigeminal nerve disorders [CN5]
PheCode:031	Diseases due to other mycobacteria	PheCode:010	Tuberculosis
PheCode:573.4	Acute and subacute necrosis of liver	PheCode:010	Tuberculosis
PheCode:070.9	Hepatitis NOS	PheCode:010	Tuberculosis
PheCode:070	Viral hepatitis	PheCode:010	Tuberculosis
PheCode:320	Meningitis	PheCode:010	Tuberculosis
PheCode:567	Peritonitis and retroperitoneal infections	PheCode:010	Tuberculosis
PheCode:507	Pleurisy; pleural effusion	PheCode:010	Tuberculosis
PheCode:465	Acute upper respiratory infections of multiple or unspecified sites	PheCode:010	Tuberculosis
PheCode:591	Urinary tract infection	PheCode:010	Tuberculosis
PheCode:586	Other disorders of the kidney and ureters	PheCode:010	Tuberculosis
PheCode:1009	Injury, NOS	PheCode:531.2	Gastric ulcer
PheCode:530.12	Ulcer of esophagus	PheCode:531.2	Gastric ulcer
PheCode:370.1	Corneal ulcer	PheCode:531.2	Gastric ulcer
PheCode:285	Other anemias	PheCode:280	Iron deficiency anemias
PheCode:285	Other anemias	PheCode:281.9	Deficiency anemias
PheCode:384.1	Myringitis	PheCode:384	Other disorders of tympanic membrane
PheCode:385.5	Tympanosclerosis and middle ear disease related to otitis media	PheCode:384	Other disorders of tympanic membrane
PheCode:385	Other disorders of middle ear and mastoid	PheCode:384	Other disorders of tympanic membrane
PheCode:381.1	Otitis media	PheCode:384	Other disorders of tympanic membrane
PheCode:480.1	Bacterial pneumonia	PheCode:465	Acute upper respiratory infections of multiple or unspecified sites
PheCode:480.11	Pneumococcal pneumonia	PheCode:465	Acute upper respiratory infections of multiple or unspecified sites
PheCode:480.3	Pneumonia due to fungus (mycoses)	PheCode:465	Acute upper respiratory infections of multiple or unspecified sites
PheCode:480	Pneumonia	PheCode:465	Acute upper respiratory infections of multiple or unspecified sites
PheCode:041.2	Streptococcus infection	PheCode:465	Acute upper respiratory infections of multiple or unspecified sites
PheCode:465.4	Acute laryngitis and tracheitis	PheCode:465	Acute upper respiratory infections of multiple or unspecified sites
PheCode:010	Tuberculosis	PheCode:465	Acute upper respiratory infections of multiple or unspecified sites
PheCode:596	Other disorders of bladder	PheCode:594.3	Calculus of ureter
PheCode:596	Other disorders of bladder	PheCode:586	Other disorders of the kidney and ureters
PheCode:592.3	Urethral stricture due to infecton	PheCode:597.1	Urethral stricture (not specified as infectious)
PheCode:591	Urinary tract infection	PheCode:592.2	Urethritis and urethral syndrome
PheCode:090.2	Gonococcal infections	PheCode:592.2	Urethritis and urethral syndrome
PheCode:010	Tuberculosis	PheCode:591	Urinary tract infection
PheCode:592.2	Urethritis and urethral syndrome	PheCode:591	Urinary tract infection
PheCode:592.11	Acute cystitis	PheCode:591	Urinary tract infection
PheCode:939	Atopic/contact dermatitis due to other or unspecified	PheCode:947	Urticaria
PheCode:695.7	Prurigo and Lichen	PheCode:947	Urticaria
PheCode:625	Pain and other symptoms associated with female genital organs	PheCode:619.2	Disorders of uterus, NEC
PheCode:619.3	Noninflammatory disorders of cervix	PheCode:619.2	Disorders of uterus, NEC
PheCode:622.1	Polyp of corpus uteri	PheCode:619.2	Disorders of uterus, NEC
PheCode:626.8	Infertility, female	PheCode:619.2	Disorders of uterus, NEC
PheCode:211	Benign neoplasm of other parts of digestive system	PheCode:218.1	Uterine leiomyoma
PheCode:215	Other benign neoplasm of connective and other soft tissue	PheCode:218.1	Uterine leiomyoma
PheCode:446.9	Arteritis NOS	PheCode:371.1	Uveitis, noninfectious or NOS
PheCode:363	Chorioretinal inflammations, scars, and other disorders of choroid	PheCode:371.1	Uveitis, noninfectious or NOS
PheCode:627.3	Postmenopausal atrophic vaginitis	PheCode:614.52	Vaginitis and vulvovaginitis
PheCode:112	Candidiasis	PheCode:614.52	Vaginitis and vulvovaginitis
PheCode:614.54	Abscess or ulceration of vulva	PheCode:614.52	Vaginitis and vulvovaginitis
PheCode:339	Other headache syndromes	PheCode:340	Migraine
PheCode:348.9	Other conditions of brain, NOS	PheCode:340	Migraine
PheCode:907	Injuries to the nervous system	PheCode:340	Migraine
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:340	Migraine
PheCode:340.1	Migrain with aura	PheCode:340	Migraine
PheCode:530.2	Esophageal bleeding (varices/hemorrhage)	PheCode:454.1	Varicose veins of lower extremity
PheCode:530.2	Esophageal bleeding (varices/hemorrhage)	PheCode:454	Varicose veins
PheCode:459.9	Circulatory disease NEC	PheCode:454.1	Varicose veins of lower extremity
PheCode:459.9	Circulatory disease NEC	PheCode:454	Varicose veins
PheCode:411.9	Other acute and subacute forms of ischemic heart disease	PheCode:459.9	Circulatory disease NEC
